TIMEPOINT,date,zone_demand_mw
2020-08-23 18:00,2020-08-23,988.389310923
2020-08-23 20:00,2020-08-23,956.279593093
2020-08-23 22:00,2020-08-23,810.162136255
2020-09-23 00:00,2020-09-23,602.386829591
2020-09-23 02:00,2020-09-23,555.937479609
2020-09-23 04:00,2020-09-23,641.917831913
2020-09-23 06:00,2020-09-23,892.917788262
2020-09-23 08:00,2020-09-23,1027.40579058
2020-09-23 10:00,2020-09-23,1085.50734798
2020-09-23 12:00,2020-09-23,1112.562781
2020-09-23 14:00,2020-09-23,1114.0150582
2020-09-23 16:00,2020-09-23,1087.9888101
2020-09-23 18:00,2020-09-23,1138.32604464
2020-09-23 20:00,2020-09-23,998.783757502
2020-09-23 22:00,2020-09-23,761.517340684
2020-10-23 00:00,2020-10-23,596.589236803
2020-10-23 02:00,2020-10-23,547.704279473
2020-10-23 04:00,2020-10-23,613.673245735
2020-10-23 06:00,2020-10-23,860.613693652
2020-10-23 08:00,2020-10-23,986.845603346
2020-10-23 10:00,2020-10-23,1047.70305357
2020-10-23 12:00,2020-10-23,1070.73331688
2020-10-23 14:00,2020-10-23,1065.16443961
2020-10-23 16:00,2020-10-23,1043.04889876
2020-10-23 18:00,2020-10-23,1102.37408765
2020-10-23 20:00,2020-10-23,968.183478308
2020-10-23 22:00,2020-10-23,756.908970854
2020-11-23 00:00,2020-11-23,549.796848447
2020-11-23 02:00,2020-11-23,500.991945037
2020-11-23 04:00,2020-11-23,525.268662535
2020-11-23 06:00,2020-11-23,624.902500449
2020-11-23 08:00,2020-11-23,809.933490536
2020-11-23 10:00,2020-11-23,894.747442576
2020-11-23 12:00,2020-11-23,887.314642047
2020-11-23 14:00,2020-11-23,873.215171653
2020-11-23 16:00,2020-11-23,909.555882206
2020-11-23 18:00,2020-11-23,1027.52011344
2020-11-23 20:00,2020-11-23,905.564981448
2020-11-23 22:00,2020-11-23,713.901660232
2020-12-23 00:00,2020-12-23,555.228510373
2020-12-23 02:00,2020-12-23,491.180698589
2020-12-23 04:00,2020-12-23,560.694511033
2020-12-23 06:00,2020-12-23,785.599611608
2020-12-23 08:00,2020-12-23,931.156691009
2020-12-23 10:00,2020-12-23,997.525926869
2020-12-23 12:00,2020-12-23,998.715219622
2020-12-23 14:00,2020-12-23,989.418495837
2020-12-23 16:00,2020-12-23,968.526586476
2020-12-23 18:00,2020-12-23,1044.39829935
2020-12-23 20:00,2020-12-23,939.21847665
2020-12-23 22:00,2020-12-23,762.30636384
2025-01-23 00:00,2025-01-23,539.480249516
2025-01-23 02:00,2025-01-23,495.335057795
2025-01-23 04:00,2025-01-23,567.528530334
2025-01-23 06:00,2025-01-23,816.393920561
2025-01-23 08:00,2025-01-23,881.074888324
2025-01-23 10:00,2025-01-23,915.442629013
2025-01-23 12:00,2025-01-23,924.785308612
2025-01-23 14:00,2025-01-23,917.181714747
2025-01-23 16:00,2025-01-23,910.366819096
2025-01-23 18:00,2025-01-23,1001.13450486
2025-01-23 20:00,2025-01-23,887.62688457
2025-01-23 22:00,2025-01-23,684.089733386
2025-02-23 00:00,2025-02-23,574.970311467
2025-02-23 02:00,2025-02-23,512.483504605
2025-02-23 04:00,2025-02-23,526.699759062
2025-02-23 06:00,2025-02-23,641.157828589
2025-02-23 08:00,2025-02-23,822.834709125
2025-02-23 10:00,2025-02-23,897.879591076
2025-02-23 12:00,2025-02-23,900.740998072
2025-02-23 14:00,2025-02-23,896.46400738
2025-02-23 16:00,2025-02-23,910.498268798
2025-02-23 18:00,2025-02-23,962.570618136
2025-02-23 20:00,2025-02-23,885.149643958
2025-02-23 22:00,2025-02-23,740.843543533
2025-03-23 00:00,2025-03-23,571.522441315
2025-03-23 02:00,2025-03-23,513.696853243
2025-03-23 04:00,2025-03-23,525.284237079
2025-03-23 06:00,2025-03-23,607.154073978
2025-03-23 08:00,2025-03-23,772.137459444
2025-03-23 10:00,2025-03-23,823.562742993
2025-03-23 12:00,2025-03-23,830.862953413
2025-03-23 14:00,2025-03-23,827.243149519
2025-03-23 16:00,2025-03-23,841.226867602
2025-03-23 18:00,2025-03-23,888.506548447
2025-03-23 20:00,2025-03-23,850.569547201
2025-03-23 22:00,2025-03-23,697.213967898
2025-04-23 00:00,2025-04-23,548.74202275
2025-04-23 02:00,2025-04-23,504.374415663
2025-04-23 04:00,2025-04-23,564.394102923
2025-04-23 06:00,2025-04-23,794.139300805
2025-04-23 08:00,2025-04-23,919.173578876
2025-04-23 10:00,2025-04-23,978.364207309
2025-04-23 12:00,2025-04-23,999.051551646
2025-04-23 14:00,2025-04-23,1003.40951042
2025-04-23 16:00,2025-04-23,991.99399861
2025-04-23 18:00,2025-04-23,993.217529972
2025-04-23 20:00,2025-04-23,936.362509725
2025-04-23 22:00,2025-04-23,717.18346109
2025-05-23 00:00,2025-05-23,612.543326636
2025-05-23 02:00,2025-05-23,565.395095493
2025-05-23 04:00,2025-05-23,635.687731279
2025-05-23 06:00,2025-05-23,862.369287106
2025-05-23 08:00,2025-05-23,989.911168819
2025-05-23 10:00,2025-05-23,1041.26554358
2025-05-23 12:00,2025-05-23,1051.58909716
2025-05-23 14:00,2025-05-23,1039.8298413
2025-05-23 16:00,2025-05-23,994.562266598
2025-05-23 18:00,2025-05-23,969.334908737
2025-05-23 20:00,2025-05-23,923.946128775
2025-05-23 22:00,2025-05-23,760.378265292
2025-06-23 00:00,2025-06-23,594.778053641
2025-06-23 02:00,2025-06-23,547.23547339
2025-06-23 04:00,2025-06-23,609.691978936
2025-06-23 06:00,2025-06-23,817.091591399
2025-06-23 08:00,2025-06-23,955.806327535
2025-06-23 10:00,2025-06-23,1026.92802215
2025-06-23 12:00,2025-06-23,1046.87727332
2025-06-23 14:00,2025-06-23,1048.6669641
2025-06-23 16:00,2025-06-23,1024.34963315
2025-06-23 18:00,2025-06-23,995.70482988
2025-06-23 20:00,2025-06-23,979.729185955
2025-06-23 22:00,2025-06-23,774.169807612
2025-07-23 00:00,2025-07-23,647.022275007
2025-07-23 02:00,2025-07-23,594.292738871
2025-07-23 04:00,2025-07-23,649.064744186
2025-07-23 06:00,2025-07-23,851.782895839
2025-07-23 08:00,2025-07-23,981.185253692
2025-07-23 10:00,2025-07-23,1053.47987462
2025-07-23 12:00,2025-07-23,1068.15114253
2025-07-23 14:00,2025-07-23,1062.76182816
2025-07-23 16:00,2025-07-23,1048.9197425
2025-07-23 18:00,2025-07-23,1017.47413487
2025-07-23 20:00,2025-07-23,985.371278721
2025-07-23 22:00,2025-07-23,792.04628829
2025-08-23 00:00,2025-08-23,639.13560143
2025-08-23 02:00,2025-08-23,576.42631749
2025-08-23 04:00,2025-08-23,590.046049495
2025-08-23 06:00,2025-08-23,703.311012404
2025-08-23 08:00,2025-08-23,893.673324027
2025-08-23 10:00,2025-08-23,964.774900047
2025-08-23 12:00,2025-08-23,970.285419684
2025-08-23 14:00,2025-08-23,964.906349749
2025-08-23 16:00,2025-08-23,957.120701132
2025-08-23 18:00,2025-08-23,942.500038271
2025-08-23 20:00,2025-08-23,914.107951682
2025-08-23 22:00,2025-08-23,784.907828888
2025-09-23 00:00,2025-09-23,601.188540888
2025-09-23 02:00,2025-09-23,560.117050517
2025-09-23 04:00,2025-09-23,636.142683019
2025-09-23 06:00,2025-09-23,858.08211369
2025-09-23 08:00,2025-09-23,976.999228662
2025-09-23 10:00,2025-09-23,1028.37384545
2025-09-23 12:00,2025-09-23,1052.29682729
2025-09-23 14:00,2025-09-23,1053.58096129
2025-09-23 16:00,2025-09-23,1030.56800635
2025-09-23 18:00,2025-09-23,1075.07724586
2025-09-23 20:00,2025-09-23,951.691026148
2025-09-23 22:00,2025-09-23,741.895079439
2025-10-23 00:00,2025-10-23,596.062187635
2025-10-23 02:00,2025-10-23,552.837082117
2025-10-23 04:00,2025-10-23,611.168226979
2025-10-23 06:00,2025-10-23,829.518155073
2025-10-23 08:00,2025-10-23,941.135059624
2025-10-23 10:00,2025-10-23,994.946494696
2025-10-23 12:00,2025-10-23,1015.310337
2025-10-23 14:00,2025-10-23,1010.3862188
2025-10-23 16:00,2025-10-23,990.831193308
2025-10-23 18:00,2025-10-23,1043.28777074
2025-10-23 20:00,2025-10-23,924.63361689
2025-10-23 22:00,2025-10-23,737.820262091
2025-11-23 00:00,2025-11-23,554.687375533
2025-11-23 02:00,2025-11-23,511.533055372
2025-11-23 04:00,2025-11-23,532.999038627
2025-11-23 06:00,2025-11-23,621.097369734
2025-11-23 08:00,2025-11-23,784.705655543
2025-11-23 10:00,2025-11-23,859.699932445
2025-11-23 12:00,2025-11-23,853.127694179
2025-11-23 14:00,2025-11-23,840.660646466
2025-11-23 16:00,2025-11-23,872.793865641
2025-11-23 18:00,2025-11-23,977.100315334
2025-11-23 20:00,2025-11-23,869.265027409
2025-11-23 22:00,2025-11-23,699.792295183
2025-12-23 00:00,2025-12-23,559.490165035
2025-12-23 02:00,2025-12-23,502.857745294
2025-12-23 04:00,2025-12-23,564.323317567
2025-12-23 06:00,2025-12-23,763.189128952
2025-12-23 08:00,2025-12-23,891.893754253
2025-12-23 10:00,2025-12-23,950.578825896
2025-12-23 12:00,2025-12-23,951.630423515
2025-12-23 14:00,2025-12-23,943.410065178
2025-12-23 16:00,2025-12-23,924.937000334
2025-12-23 18:00,2025-12-23,992.02436164
2025-12-23 20:00,2025-12-23,899.022154358
2025-12-23 22:00,2025-12-23,742.592750277
2030-01-23 00:00,2030-01-23,608.605083422
2030-01-23 02:00,2030-01-23,579.780671269
2030-01-23 04:00,2030-01-23,626.919087166
2030-01-23 06:00,2030-01-23,789.414668198
2030-01-23 08:00,2030-01-23,831.647826568
2030-01-23 10:00,2030-01-23,854.088094324
2030-01-23 12:00,2030-01-23,860.188356592
2030-01-23 14:00,2030-01-23,855.223622838
2030-01-23 16:00,2030-01-23,850.773866175
2030-01-23 18:00,2030-01-23,910.040234328
2030-01-23 20:00,2030-01-23,835.925924201
2030-01-23 22:00,2030-01-23,703.027220958
2030-02-23 00:00,2030-02-23,631.778165996
2030-02-23 02:00,2030-02-23,590.977675503
2030-02-23 04:00,2030-02-23,600.260117413
2030-02-23 06:00,2030-02-23,674.995019259
2030-02-23 08:00,2030-02-23,793.620153255
2030-02-23 10:00,2030-02-23,842.620384605
2030-02-23 12:00,2030-02-23,844.488727937
2030-02-23 14:00,2030-02-23,841.696085348
2030-02-23 16:00,2030-02-23,850.85969569
2030-02-23 18:00,2030-02-23,884.86011115
2030-02-23 20:00,2030-02-23,834.308420649
2030-02-23 22:00,2030-02-23,740.084376022
2030-03-23 00:00,2030-03-23,629.526894081
2030-03-23 02:00,2030-03-23,591.769926252
2030-03-23 04:00,2030-03-23,599.335858451
2030-03-23 06:00,2030-03-23,652.792414639
2030-03-23 08:00,2030-03-23,760.517603173
2030-03-23 10:00,2030-03-23,794.095519823
2030-03-23 12:00,2030-03-23,798.862160668
2030-03-23 14:00,2030-03-23,796.498625359
2030-03-23 16:00,2030-03-23,805.629233648
2030-03-23 18:00,2030-03-23,836.500296928
2030-03-23 20:00,2030-03-23,811.729495916
2030-03-23 22:00,2030-03-23,711.596633164
2030-04-23 00:00,2030-04-23,614.652518228
2030-04-23 02:00,2030-04-23,585.682880924
2030-04-23 04:00,2030-04-23,624.872476334
2030-04-23 06:00,2030-04-23,774.883610405
2030-04-23 08:00,2030-04-23,856.524201913
2030-04-23 10:00,2030-04-23,895.172466945
2030-04-23 12:00,2030-04-23,908.680179026
2030-04-23 14:00,2030-04-23,911.525689373
2030-04-23 16:00,2030-04-23,904.071980272
2030-04-23 18:00,2030-04-23,904.870879787
2030-04-23 20:00,2030-04-23,867.747640026
2030-04-23 22:00,2030-04-23,724.635627442
2030-05-23 00:00,2030-05-23,656.311303871
2030-05-23 02:00,2030-05-23,625.526070106
2030-05-23 04:00,2030-05-23,671.42334286
2030-05-23 06:00,2030-05-23,819.434085092
2030-05-23 08:00,2030-05-23,902.712005561
2030-05-23 10:00,2030-05-23,936.243622627
2030-05-23 12:00,2030-05-23,942.984342319
2030-05-23 14:00,2030-05-23,935.306187022
2030-05-23 16:00,2030-05-23,905.748919756
2030-05-23 18:00,2030-05-23,889.276825465
2030-05-23 20:00,2030-05-23,859.640417744
2030-05-23 22:00,2030-05-23,752.839488172
2030-06-23 00:00,2030-06-23,644.711545645
2030-06-23 02:00,2030-06-23,613.668823335
2030-06-23 04:00,2030-06-23,654.449528714
2030-06-23 06:00,2030-06-23,789.870209356
2030-06-23 08:00,2030-06-23,880.443396835
2030-06-23 10:00,2030-06-23,926.881999967
2030-06-23 12:00,2030-06-23,939.907777306
2030-06-23 14:00,2030-06-23,941.076348169
2030-06-23 16:00,2030-06-23,925.198452014
2030-06-23 18:00,2030-06-23,906.494951513
2030-06-23 20:00,2030-06-23,896.063723854
2030-06-23 22:00,2030-06-23,761.844616127
2030-07-23 00:00,2030-07-23,678.824184203
2030-07-23 02:00,2030-07-23,644.394661464
2030-07-23 04:00,2030-07-23,680.157805627
2030-07-23 06:00,2030-07-23,812.521746665
2030-07-23 08:00,2030-07-23,897.014456989
2030-07-23 10:00,2030-07-23,944.218917288
2030-07-23 12:00,2030-07-23,953.798458266
2030-07-23 14:00,2030-07-23,950.279528738
2030-07-23 16:00,2030-07-23,941.24139873
2030-07-23 18:00,2030-07-23,920.709125124
2030-07-23 20:00,2030-07-23,899.747703942
2030-07-23 22:00,2030-07-23,773.516986929
2030-08-23 00:00,2030-08-23,673.674614775
2030-08-23 02:00,2030-08-23,632.728858836
2030-08-23 04:00,2030-08-23,641.621803988
2030-08-23 06:00,2030-08-23,715.577672025
2030-08-23 08:00,2030-08-23,839.873920713
2030-08-23 10:00,2030-08-23,886.299387497
2030-08-23 12:00,2030-08-23,889.897457479
2030-08-23 14:00,2030-08-23,886.385217012
2030-08-23 16:00,2030-08-23,881.301611395
2030-08-23 18:00,2030-08-23,871.755112766
2030-08-23 20:00,2030-08-23,853.216622529
2030-08-23 22:00,2030-08-23,768.855960713
2030-09-23 00:00,2030-09-23,648.897245589
2030-09-23 02:00,2030-09-23,622.07979345
2030-09-23 04:00,2030-09-23,671.720401633
2030-09-23 06:00,2030-09-23,816.634793738
2030-09-23 08:00,2030-09-23,894.281210037
2030-09-23 10:00,2030-09-23,927.826044042
2030-09-23 12:00,2030-09-23,943.446451652
2030-09-23 14:00,2030-09-23,944.284921394
2030-09-23 16:00,2030-09-23,929.25871192
2030-09-23 18:00,2030-09-23,958.320827505
2030-09-23 20:00,2030-09-23,877.756328579
2030-09-23 22:00,2030-09-23,740.770971847
2030-10-23 00:00,2030-10-23,645.550015387
2030-10-23 02:00,2030-10-23,617.326369544
2030-10-23 04:00,2030-10-23,655.413438493
2030-10-23 06:00,2030-10-23,797.984080403
2030-10-23 08:00,2030-10-23,870.863855857
2030-10-23 10:00,2030-10-23,905.999799831
2030-10-23 12:00,2030-10-23,919.296282655
2030-10-23 14:00,2030-10-23,916.08110096
2030-10-23 16:00,2030-10-23,903.312731576
2030-10-23 18:00,2030-10-23,937.564027111
2030-10-23 20:00,2030-10-23,860.089310138
2030-10-23 22:00,2030-10-23,738.11033747
2030-11-23 00:00,2030-11-23,618.534510634
2030-11-23 02:00,2030-11-23,590.357083784
2030-11-23 04:00,2030-11-23,604.373204781
2030-11-23 06:00,2030-11-23,661.896629345
2030-11-23 08:00,2030-11-23,768.723952501
2030-11-23 10:00,2030-11-23,817.691141502
2030-11-23 12:00,2030-11-23,813.39982693
2030-11-23 14:00,2030-11-23,805.259522004
2030-11-23 16:00,2030-11-23,826.240768595
2030-11-23 18:00,2030-11-23,894.347214143
2030-11-23 20:00,2030-11-23,823.936628922
2030-11-23 22:00,2030-11-23,713.280140822
2030-12-23 00:00,2030-12-23,621.670471283
2030-12-23 02:00,2030-12-23,584.692577561
2030-12-23 04:00,2030-12-23,624.826257342
2030-12-23 06:00,2030-12-23,754.67482945
2030-12-23 08:00,2030-12-23,838.71195832
2030-12-23 10:00,2030-12-23,877.030122231
2030-12-23 12:00,2030-12-23,877.716758352
2030-12-23 14:00,2030-12-23,872.349310902
2030-12-23 16:00,2030-12-23,860.287403047
2030-12-23 18:00,2030-12-23,904.091805681
2030-12-23 20:00,2030-12-23,843.366416362
2030-12-23 22:00,2030-12-23,741.226513006
2035-01-23 00:00,2035-01-23,618.937762477
2035-01-23 02:00,2035-01-23,589.148411146
2035-01-23 04:00,2035-01-23,637.86485417
2035-01-23 06:00,2035-01-23,805.800211443
2035-01-23 08:00,2035-01-23,849.4471863
2035-01-23 10:00,2035-01-23,872.638674702
2035-01-23 12:00,2035-01-23,878.943152135
2035-01-23 14:00,2035-01-23,873.812216688
2035-01-23 16:00,2035-01-23,869.213497939
2035-01-23 18:00,2035-01-23,930.463894085
2035-01-23 20:00,2035-01-23,853.868499482
2035-01-23 22:00,2035-01-23,716.520818588
2035-02-23 00:00,2035-02-23,642.88659774
2035-02-23 02:00,2035-02-23,600.720251405
2035-02-23 04:00,2035-02-23,610.313436577
2035-02-23 06:00,2035-02-23,687.55019811
2035-02-23 08:00,2035-02-23,810.146481238
2035-02-23 10:00,2035-02-23,860.787066699
2035-02-23 12:00,2035-02-23,862.717955545
2035-02-23 14:00,2035-02-23,859.831825178
2035-02-23 16:00,2035-02-23,869.302200722
2035-02-23 18:00,2035-02-23,904.440829609
2035-02-23 20:00,2035-02-23,852.196847643
2035-02-23 22:00,2035-02-23,754.81851589
2035-03-23 00:00,2035-03-23,640.559961219
2035-03-23 02:00,2035-03-23,601.539023902
2035-03-23 04:00,2035-03-23,609.358236701
2035-03-23 06:00,2035-03-23,664.604328964
2035-03-23 08:00,2035-03-23,775.93577508
2035-03-23 10:00,2035-03-23,810.637761394
2035-03-23 12:00,2035-03-23,815.563972483
2035-03-23 14:00,2035-03-23,813.121314388
2035-03-23 16:00,2035-03-23,822.557583087
2035-03-23 18:00,2035-03-23,854.462100173
2035-03-23 20:00,2035-03-23,828.862060519
2035-03-23 22:00,2035-03-23,725.377104349
2035-04-23 00:00,2035-04-23,625.187643971
2035-04-23 02:00,2035-04-23,595.248205865
2035-04-23 04:00,2035-04-23,635.74973006
2035-04-23 06:00,2035-04-23,790.782705327
2035-04-23 08:00,2035-04-23,875.156334541
2035-04-23 10:00,2035-04-23,915.098406534
2035-04-23 12:00,2035-04-23,929.05830895
2035-04-23 14:00,2035-04-23,931.9990769
2035-04-23 16:00,2035-04-23,924.295844031
2035-04-23 18:00,2035-04-23,925.121487871
2035-04-23 20:00,2035-04-23,886.755493591
2035-04-23 22:00,2035-04-23,738.852597951
2035-05-23 00:00,2035-05-23,668.241018138
2035-05-23 02:00,2035-05-23,636.425203835
2035-05-23 04:00,2035-05-23,683.858954642
2035-05-23 06:00,2035-05-23,836.82457204
2035-05-23 08:00,2035-05-23,922.890342186
2035-05-23 10:00,2035-05-23,957.544478971
2035-05-23 12:00,2035-05-23,964.510854072
2035-05-23 14:00,2035-05-23,956.575661343
2035-05-23 16:00,2035-05-23,926.028921507
2035-05-23 18:00,2035-05-23,909.005399868
2035-05-23 20:00,2035-05-23,878.376870236
2035-05-23 22:00,2035-05-23,768.000623996
2035-06-23 00:00,2035-06-23,656.252941111
2035-06-23 02:00,2035-06-23,624.171018459
2035-06-23 04:00,2035-06-23,666.316917345
2035-06-23 06:00,2035-06-23,806.271002505
2035-06-23 08:00,2035-06-23,899.87625935
2035-06-23 10:00,2035-06-23,947.869462358
2035-06-23 12:00,2035-06-23,961.331296564
2035-06-23 14:00,2035-06-23,962.538987039
2035-06-23 16:00,2035-06-23,946.129555185
2035-06-23 18:00,2035-06-23,926.799927763
2035-06-23 20:00,2035-06-23,916.019499566
2035-06-23 22:00,2035-06-23,777.307211725
2035-07-23 00:00,2035-07-23,691.507549928
2035-07-23 02:00,2035-07-23,655.92544877
2035-07-23 04:00,2035-07-23,692.88581627
2035-07-23 06:00,2035-07-23,829.680833017
2035-07-23 08:00,2035-07-23,917.002059878
2035-07-23 10:00,2035-07-23,965.786758236
2035-07-23 12:00,2035-07-23,975.6869883
2035-07-23 14:00,2035-07-23,972.050257481
2035-07-23 16:00,2035-07-23,962.709562907
2035-07-23 18:00,2035-07-23,941.489941538
2035-07-23 20:00,2035-07-23,919.826806253
2035-07-23 22:00,2035-07-23,789.37033214
2035-08-23 00:00,2035-08-23,686.185591163
2035-08-23 02:00,2035-08-23,643.869116408
2035-08-23 04:00,2035-08-23,653.059765852
2035-08-23 06:00,2035-08-23,729.491414283
2035-08-23 08:00,2035-08-23,857.948660928
2035-08-23 10:00,2035-08-23,905.928287829
2035-08-23 12:00,2035-08-23,909.646808444
2035-08-23 14:00,2035-08-23,906.016990612
2035-08-23 16:00,2035-08-23,900.763203892
2035-08-23 18:00,2035-08-23,890.897122317
2035-08-23 20:00,2035-08-23,871.73802912
2035-08-23 22:00,2035-08-23,784.553271282
2035-09-23 00:00,2035-09-23,660.578763456
2035-09-23 02:00,2035-09-23,632.863558048
2035-09-23 04:00,2035-09-23,684.165957889
2035-09-23 06:00,2035-09-23,833.93157033
2035-09-23 08:00,2035-09-23,914.177313503
2035-09-23 10:00,2035-09-23,948.845109683
2035-09-23 12:00,2035-09-23,964.988433188
2035-09-23 14:00,2035-09-23,965.854971925
2035-09-23 16:00,2035-09-23,950.325738205
2035-09-23 18:00,2035-09-23,980.360750436
2035-09-23 20:00,2035-09-23,897.099237571
2035-09-23 22:00,2035-09-23,755.52809651
2035-10-23 00:00,2035-10-23,657.119479848
2035-10-23 02:00,2035-10-23,627.951006355
2035-10-23 04:00,2035-10-23,667.313095409
2035-10-23 06:00,2035-10-23,814.656497203
2035-10-23 08:00,2035-10-23,889.976029286
2035-10-23 10:00,2035-10-23,926.288200158
2035-10-23 12:00,2035-10-23,940.02980211
2035-10-23 14:00,2035-10-23,936.706987525
2035-10-23 16:00,2035-10-23,923.511178379
2035-10-23 18:00,2035-10-23,958.909085918
2035-10-23 20:00,2035-10-23,878.840789956
2035-10-23 22:00,2035-10-23,752.778393522
2035-11-23 00:00,2035-11-23,629.199591727
2035-11-23 02:00,2035-11-23,600.078884474
2035-11-23 04:00,2035-11-23,614.564215535
2035-11-23 06:00,2035-11-23,674.013320516
2035-11-23 08:00,2035-11-23,784.416843903
2035-11-23 10:00,2035-11-23,835.023280875
2035-11-23 12:00,2035-11-23,830.588308297
2035-11-23 14:00,2035-11-23,822.175494808
2035-11-23 16:00,2035-11-23,843.859119186
2035-11-23 18:00,2035-11-23,914.245527192
2035-11-23 20:00,2035-11-23,841.477845082
2035-11-23 22:00,2035-11-23,727.116969877
2035-12-23 00:00,2035-12-23,632.440533226
2035-12-23 02:00,2035-12-23,594.224750655
2035-12-23 04:00,2035-12-23,635.701963819
2035-12-23 06:00,2035-12-23,769.897405997
2035-12-23 08:00,2035-12-23,856.747800151
2035-12-23 10:00,2035-12-23,896.348720408
2035-12-23 12:00,2035-12-23,897.058342673
2035-12-23 14:00,2035-12-23,891.511212101
2035-12-23 16:00,2035-12-23,879.045514314
2035-12-23 18:00,2035-12-23,924.316333125
2035-12-23 20:00,2035-12-23,861.558072955
2035-12-23 22:00,2035-12-23,755.998887573
2040-01-23 00:00,2040-01-23,647.394854087
2040-01-23 02:00,2040-01-23,617.640321926
2040-01-23 04:00,2040-01-23,666.29982292
